	L1	L2	L3	M1	M2	M3	Q1	Q2	Q3	T1	T2	T3	X1	X2	X3
gene_217	21.93	26.9	10.49	22.46	6.9	24.12	52.3	47.68	12.69	31.13	31.18	30.2	6.85	4.05	3.99
gene_218	29.1	32.76	29.2	57.43	61.11	48.66	88.44	96.8	27.92	59.93	51.92	59.66	11.23	11.56	12.48
gene_219	38.64	34.39	36.42	66.43	187.08	58.57	51.08	42.35	36.13	53.85	53.87	54.4	29.02	33.13	23.5
gene_220	38.25	36.81	51.68	43.79	145.83	42.78	50	42.46	11.8	58.71	81.55	67.74	36.58	32.73	29.27
gene_221	6.72	10.24	2.64	2.13	0.56	3.51	1.79	0.42	1.11	17.3	16.12	14.07	2.6	3.88	1.88
gene_222	43.76	32.92	39.13	73.26	76.03	69.03	231.9	226.38	50.51	65.48	66.18	62.2	25.25	26.75	21.74
gene_223	30.93	39.56	19.73	22.5	12.45	18.97	36.09	28.04	14.57	50.02	58.81	56.51	14.82	12.69	7.49
gene_224	62.97	56.49	68.87	119.13	250.46	104.41	137.75	126.62	42.89	115.33	122.1	125.45	33.26	34.31	31.7
gene_225	34.53	37.27	35.66	16.03	26.32	26.74	17.35	21.48	9.09	53.29	59.36	56.7	20.71	22.73	16.96
gene_226	6.75	16.18	1.07	0	0	2.14	2.19	1.02	1.8	16.33	12.02	18.33	0.91	1.89	5.5
gene_227	34.73	38.98	16.13	2.08	2.74	11.77	3.28	14.38	3.6	80.66	89.66	84.79	13.61	13.24	8.25
gene_228	43.19	44.71	34.59	50.37	43.24	44.13	68.46	67.79	16.33	67.08	78.57	83.96	20.85	18.17	19.66
gene_229	153.69	135.93	184.21	242.82	432.52	188.87	287.25	282.8	91.34	194.97	227.86	222.49	65.36	65.67	61.95
gene_230	29.37	30.72	27.61	34.59	54.96	34.62	67.23	68.18	14.26	46.14	50.75	50.78	15.48	15.5	15.4
gene_231	34.25	33.07	35.65	81.88	150.37	58.97	170.24	155.8	26.04	71.98	65.42	69.31	14.31	13.56	10.49
gene_232	159.98	115.83	230.2	430.3	1125.03	389.43	392.46	387.69	146.87	250.49	256.49	247.38	89.33	90.38	93.58
gene_233	1.19	1.92	0.16	0.97	0	0.33	0.68	0.16	0.41	1.48	1.18	1.53	0.28	0.29	0.85
gene_234	37.28	31.62	22.19	18.18	67.64	24.88	45.47	44.19	13.34	64.17	56.87	55.92	21.88	17.59	16.52
gene_235	180.7	140.53	276.86	526.2	1234.75	512.8	427.83	457.07	189.12	385	382.73	397.62	81.39	72.61	90.28
gene_236	63.3	51.19	57.67	100.18	135.13	67.85	165.6	133.55	43.43	83.91	77.31	81.06	30.89	38.07	26.54
gene_237	64.23	72.37	55.6	3.45	1.7	22.13	6.79	7.22	7.45	136.58	138.79	137.38	50.27	35.59	45.5
gene_238	27.72	35.42	23.13	31.57	20.26	31.47	42.73	45.96	12.85	52.69	54.35	51.24	15.14	13.83	9.94
gene_239	58.05	50.05	70.43	149.27	433.95	121.34	208.09	185.54	64.01	89.91	93.97	93.14	39.81	38.68	40.52
gene_240	112.68	87.08	125.97	227.8	460.38	204.47	616.55	622.47	78.3	181.44	190.74	208.14	46.55	46.99	52.28
gene_241	58.83	52.6	68.44	85.97	208.44	61.66	152.57	127.39	23.48	95.21	103.29	99.82	32.8	33.34	27.25
gene_242	211.23	156.39	271.95	325.37	975.7	304.16	168.82	156.75	261.94	192.45	215.52	175.73	221.84	230.1	212.86
gene_243	16.82	34.62	1.88	1.82	7.16	3.73	0	0	0	30.13	78.15	53.26	4.75	21.44	6.39
gene_244	26.72	19.56	34.88	83.61	110.28	65.13	178.26	249.4	65.94	44.09	35.46	43.42	10.58	13.45	13.7
gene_245	52.94	51.74	20.17	46.82	18.37	112.28	49.88	47.9	67.05	120.08	128.83	125.34	16.39	4.4	14.04
gene_246	17.17	36.16	7.44	9.54	2.03	11.9	12.98	10.41	3.79	37.49	33.24	32.66	7.4	6.08	7.02
gene_247	212.69	122.34	154.18	272.25	96.95	195.7	506.46	431.6	147.81	192.49	167.17	197.73	103.84	84.02	84.25
gene_248	35.63	35.18	37.54	70.84	117.77	57.35	116.62	112.71	24.55	71.82	71.21	85.32	18.8	16.07	12.57
gene_249	76.14	65.5	98.35	137.98	31.39	102.4	532.88	591.18	46.16	111.17	120.38	137.51	37.51	34.64	39.65
gene_250	40.32	44.9	26.23	24.17	8.79	24.8	54.59	52.89	12.4	48.89	53.12	52.54	10.3	12.41	10.07
gene_251	87.17	70.27	111.66	194.1	231.38	154.56	172.31	164.47	47.9	137.43	146.74	148.3	32.12	25.06	22.5
gene_252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_253	23.44	38.5	11.03	7.4	8.06	9.53	6.44	4.5	3.4	50.42	58.24	66.15	10.95	11.42	4.29
gene_254	200.33	138.99	296.77	2191.95	4855.61	1687.55	2887.93	2474.55	936.33	644.15	595.84	581.44	68.69	72.25	58.12
gene_255	92.31	87.16	92.22	144.77	209.6	109.72	96.18	98.18	89.52	109.42	119.89	116.08	66.45	65.84	48.43
gene_256	35.34	77.3	12.34	15.28	3.49	16.02	15.86	16.86	8.89	62.55	58.85	82.48	13.73	17.78	8.47
gene_257	53.16	46.84	56.95	97.26	253.76	66.87	143.08	122.07	35.08	71.23	73.46	76.77	24.63	25.8	19.6
gene_258	27.5	29.99	28.45	102.68	291.86	63.37	62.37	44.54	23.51	46.54	52.43	55.78	13.62	11.46	12.99
gene_259	78.45	86.82	59.71	119.86	14.99	110.44	195.08	216.92	76.72	127.63	130.79	136.75	26.96	25.88	23.66
gene_260	63.92	59.73	81.64	32.67	50.71	37.17	34.69	31.91	16.79	1059.48	1066.71	1001.27	255.59	264.74	249.07
gene_261	20.49	25.25	13.71	13.84	6.78	16.29	27.11	23.45	7.01	36.03	36.96	40.82	9.47	8.37	7.79
gene_262	60.56	57.75	77.28	208.91	395.74	160.35	190.27	185.26	67.56	100.02	103.67	102	33.68	28.04	42.13
gene_263	26.49	28.66	23.34	25.16	30.14	29.06	34.79	33.92	14.36	46.52	39.84	41.94	13.37	14.04	11.2
gene_264	105.48	101.3	106.62	133.52	202.94	101.4	111.93	100.11	48.12	152.81	165.75	159.21	62.16	75.83	49.46
gene_265	123.11	98.99	154.35	194.01	589.5	260.6	595.88	615.26	89.21	189.85	161.49	203.14	75.48	67.65	84.87
gene_266	13.3	8.92	14.23	27.02	59.64	11.8	41.63	24.93	9.93	18.53	16.88	14.74	6	4.17	2.53
gene_267	114.66	90.54	113.1	49.46	59.29	66.35	27.72	20.73	32.75	146.5	174.22	180.76	79.1	81.77	84.81
gene_268	46.59	118.78	20.49	37.42	8.69	43.44	44.21	42.11	24.68	58.47	61.22	80.83	19.64	15.74	13.67
gene_269	17.76	21.6	13.13	23.26	36.59	19.88	27.3	23.45	10.99	29.23	27.67	31.9	8.51	8.2	5.68
gene_270	45.92	29.93	60.55	59.05	59.33	54.8	76.33	89.05	29.99	62.57	63.53	65.82	27.7	25.15	32.96
gene_271	219.62	187.94	223.65	1411.57	1878.53	1292.64	1875.8	1843.42	546.37	880.86	856.85	871.07	69.62	69.78	66.83
gene_272	40.62	45.8	39.13	47.64	65.3	37.81	37.04	32.26	18.68	55.72	59.79	60.69	17.68	19.56	13.17
gene_273	19.88	25.9	15.88	28.43	14	24.14	51.32	47.19	13.15	35.84	33.17	37.31	10.6	10.59	7.44
gene_274	77.6	75.68	94.3	101.72	194.19	73	82.46	72.81	57.98	86.43	96.28	89.8	39.64	40.86	31.73
gene_275	82.48	86.73	69.24	111.44	137.51	102.79	145.12	131.51	47.98	109.29	120.22	117.41	34.11	31.42	28.1
gene_276	88.15	68.69	119.82	732.17	1357.7	671.02	247.3	227.36	1129.76	397.73	379.62	330.98	28.94	31.62	22.58
gene_277	17.24	22.11	7.03	6.04	13.5	10.42	5.53	6.96	2.89	31.12	32.6	39.15	7.38	9.56	2.83
gene_278	108.42	82.94	136.36	542.81	1134.11	472.12	232.4	219.06	195.57	120.17	124.64	130.76	34.78	34.92	26.6
gene_279	66.51	45.55	68.37	59.23	99.53	58.03	109.71	99.42	27.98	83.26	83.3	92.82	25.87	29.84	31.5
gene_280	105.67	103.1	120.69	224.46	529.36	157.71	385.28	262.13	44.96	187.11	234.83	224.78	49.37	50.42	34.71
gene_281	79.4	71.72	97.38	104.29	239.77	73.32	78.35	70.62	59.46	72.91	81.44	85.65	36.22	37.95	31.32
gene_282	46.79	65.94	22.63	21.94	28.82	38.19	25.03	14.1	16.47	86.98	94.03	72.68	14.11	20.77	14.26
gene_283	35.9	38.86	35.51	105.39	277.38	86.15	65.59	61.15	43.8	70.49	70.45	68.67	15.63	17.94	15.4
gene_284	82.98	57.94	132.55	118.89	303.91	135.89	194.55	185.64	50.15	134.13	143.57	152.98	58.92	67.98	80.46
gene_285	137.11	160.42	83.63	316	70.2	450.12	557.83	565.07	290.47	271	286.14	311.92	52.19	28.28	56.41
gene_286	34.34	45.8	7.97	7.73	30.46	11.11	16.23	10.66	10.68	42.71	34.04	41.9	20.18	19.64	2.72
gene_287	1394.5	1035.2	2140.33	1352.69	1083.64	1361.61	1123.64	1272.89	1046.55	1638.22	1400.65	1350.93	232.74	250.6	325.17
gene_288	160.06	130.89	201.85	392.6	827.54	335.33	456.65	373.5	140.19	340.11	392.4	388.89	82.76	84	69.3
gene_289	57.68	47.85	68.02	63.31	78.41	71.61	203.83	254.02	34.78	75.96	67.88	71.66	27.54	25.45	38.59
gene_290	85.42	63.02	79.01	165.35	150.34	118.02	232.29	171.44	50.92	123.39	137.29	137.1	28.36	28.14	21.99
gene_291	68.47	55.81	95.92	87.21	139.45	89.21	60.53	62.89	59.21	78.11	77.4	71.13	23.62	24.54	25.64
gene_292	82.98	55.83	120.69	132.79	234.62	151.35	187.13	258.57	59.88	110.65	101.38	95.97	35.66	37.5	45.29
gene_293	11.43	26.14	3.3	2.75	3	0.94	3.36	2.25	1.58	23.18	25.43	27.82	7.97	6.64	1.61
gene_294	55.61	49.28	42.32	34.11	46.67	27.9	22.27	16.45	26.36	53.59	61.77	60.28	23.03	27.26	14.68
gene_295	62.41	53.6	72.62	145.56	246.03	114.17	170.08	160.74	55.11	115.39	107.28	112.59	36.37	33.87	32.34
gene_296	932.75	674.89	1369.38	1684.44	2526.12	1414.88	795.38	791.55	1191.78	1524.46	1488.4	1276.3	694.93	866.51	735.18
gene_297	218.36	180.55	282.33	449.85	1048.94	383.59	630.3	569.24	225.17	277.9	299.99	285.6	101.38	108.8	97.83
gene_298	70.36	81.6	70.24	95.8	17.47	80.01	121.77	118.79	63.48	134.66	145.87	154.48	26.35	25.19	20.53
gene_299	37.45	47.52	32	19.63	54.12	27.12	20.6	17.44	14.65	62.27	75.74	71.72	20.04	20.23	12.36
gene_300	63.98	56.61	58.89	112.12	212.28	116.59	152.25	171.18	37.08	100.98	100.95	118.68	27.54	28.2	27.17
gene_301	26.27	39.73	26.5	53.86	68.36	49.49	41.38	42.41	25.29	80.92	98.52	87.15	9.61	11.04	8.13
gene_302	28895.15	20712.51	47640.23	59359.33	81224.77	65077.82	54505.36	65269.71	59968.37	29520.08	23838.93	20299.15	29964.4	27859.1	36019.12
gene_303	22.01	25.86	26.59	31.95	28.37	22.92	29.91	31.31	14.89	27.42	28.17	29.78	9.16	9.39	9.9
gene_304	297.74	262.9	521.49	461.65	637.35	433.11	444.74	474.79	415.96	398.35	413.01	363.22	245.56	265.59	299.24
gene_305	96.92	63.5	121.78	214.42	371.26	218.23	352.93	425.99	95.27	151.62	119.38	137.02	43.28	49.89	49.29
gene_306	130.37	110.87	162.31	54.9	87.79	56.06	25.81	22.76	19.47	97.73	92.89	96.65	438.38	462.96	378.33
gene_307	29.06	36.1	21.42	27.37	71.72	21.19	18.72	14.69	10.55	42.65	42.53	41.8	10	13.85	6.87
gene_308	42.56	50.04	5.96	2.08	1.97	11.5	5.58	4.67	7.38	74.6	76.1	90.92	25.94	10.28	27.54
gene_309	39.93	40.32	51.84	97.54	167.83	66.92	51.76	51	55	54.71	58.96	60.08	19.34	17.12	15.28
gene_310	61.96	48.89	49.91	87.92	257.24	66.6	56.35	54.66	44.06	63.57	67.43	73.03	27.21	35.59	26.72
gene_311	30.05	31.77	30.48	41.49	49.25	37.63	52.56	62.56	28.04	75.06	65.03	75.51	18.41	17.49	16.22
gene_312	83.57	60.68	106.17	98.24	140.77	95.76	78.21	85.01	71.16	71.58	80.6	65.84	25.08	24.98	33.99
gene_313	105.21	86.45	135.45	340.86	427.08	246.27	342.41	311.72	126.31	225.34	221.93	216.12	58.99	64.69	61.24
gene_314	64.34	64.93	60.11	61.74	34.71	63.14	79.11	74.07	26.93	79.99	104.71	100.92	23.75	29.08	20.19
gene_315	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0
gene_316	203.98	151	335.72	397.26	1090.86	438.33	649.78	793.89	173.88	307.97	273.48	284.93	98.84	89.83	111.73
gene_317	25.98	36.55	27.27	39.49	31.61	26.6	94.01	94.76	17.14	57.68	57.48	63.05	11.54	12.03	8.14
gene_318	151.95	115.42	171.14	662.6	173.71	607.44	1282.9	1414.54	229.85	297.82	224.5	293.55	123.87	130.17	116.83
gene_319	39.32	38.82	35.04	51.04	60.64	35.37	43.37	32.81	15.46	38.06	31.23	32.97	19.36	20.49	13.24
gene_320	31.37	35.09	32.44	31.72	17.24	20.49	72.02	40.42	10.38	43.31	45.01	51.67	18.79	17.36	17.55
gene_321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_322	50.61	43.25	58.7	82.85	266.7	64.59	91.58	86.98	43.05	68.14	75.27	61.12	21	22.62	16.09
gene_323	123.76	100.76	91.72	155.82	288.44	220.73	429.1	444.86	75.46	193.16	194.44	215.44	66.79	51.01	87.56
gene_324	10.37	15.81	7.71	9.34	29.45	11.5	35.29	42.35	8.06	37.85	23.51	21.9	1.63	3.39	3.28
gene_325	29.9	32.59	20.65	68.43	39.9	54.22	65.3	61.49	32.38	39.82	41.04	41.61	12.38	9.97	9.58
gene_326	39.07	32.4	37.46	41.41	52.92	37.83	52.98	59.5	12.94	62.32	69.8	65.79	15.08	16.47	19.36
gene_327	39.36	68.58	23.38	31.71	12.29	29.83	32.4	29.94	15.17	53.09	67.51	73.51	16.29	15.2	11.27
gene_328	62.16	50.47	77.44	219.99	333.17	177.03	173.82	164.37	83.85	114.86	123.29	111.37	34.7	38.16	33.53
gene_329	74.01	64.81	97.65	81.39	250.81	53.12	273.05	267.3	22.23	54.04	42.37	55.75	25.53	27.12	16.55
gene_330	30.03	26.92	32.34	46.9	122.87	38.35	55.44	51.91	23.34	50.67	50.24	48.3	17.6	18.48	18.81
gene_331	25.2	39.01	15.56	26.82	3.3	33.98	46.62	54.1	14.11	39.75	29	47.58	9.84	12.55	8.11
gene_332	6.78	7.83	2.81	3.14	0.83	6.45	3.74	4.75	2.17	10.61	10.98	9.67	2.19	0.95	2.02
gene_333	102.78	79.77	114.94	222.87	171.3	222.77	209.26	231.31	92.38	246.82	250.04	261.27	34.58	35.44	31.37
gene_334	41.67	36.38	41.13	74.81	76.86	53.35	73.29	64.52	28.43	60.84	59.5	57.7	15.71	12.6	14.31
gene_335	498.69	401.39	627.86	181.16	190.65	164.94	55.44	52.5	39.09	531.08	564.66	566.81	88.07	107.13	82.77
gene_336	15.56	22.73	7.22	9.81	18.4	12.94	8.82	6.9	9.68	12.9	4.41	16.42	8.54	5.09	6.16
gene_337	30.34	33.32	15.42	52.56	4.44	38.1	72.35	68.89	23.73	64.83	58.64	68.16	6.71	15.74	7.21
gene_338	110.55	99.39	96.53	113.65	84.12	114.62	96.45	91.4	50.25	123.36	139	152.19	44.59	35.37	41.89
gene_339	16.48	22.56	15.98	6.26	12.12	10.15	15.57	17.54	3.42	25.81	22.47	23.42	3.73	5.68	2.32
gene_340	51.06	41.35	68.39	111.35	138.91	121.34	154.44	172.4	85.36	80.47	79.97	82.11	40.01	36.33	37.75
gene_341	73.97	72.81	80.82	146.51	314.76	131.83	135.14	122.19	68.74	116.23	115.28	117.47	37.21	43.86	37.05
gene_342	87.63	89.49	86.97	63.55	56.84	47.26	5411.39	5380.76	526.87	127.54	131.25	157.89	21.69	21.51	13.55
gene_343	281.48	259.31	381.42	470.54	583.42	271.15	317.09	377.29	229.89	279.52	279.2	310.76	87.63	83.86	101.92
gene_344	85.37	119.55	64.43	327.4	32.34	302.71	113.15	127.71	160.67	563.05	657.69	554.75	57.73	39.97	65.19
gene_345	65.99	66.86	76.94	20.36	48.97	38.13	10.76	7.58	15.73	45.75	45.08	46.09	18.21	21.44	22.66
gene_346	23.43	22.9	13.36	10.63	33.76	10.51	38.14	38.86	7.84	36.84	39.52	42.05	9.76	8.24	5.44
gene_347	60.75	46.87	51.62	67.27	152.47	55.88	130.67	95.08	20.4	99.55	106.2	101.17	29.96	30.14	20.42
gene_348	1149.84	1233.3	1777.47	11518.97	731.87	6889.59	22950.44	29283.39	2908.92	2955.36	2679.93	3096.78	585.21	604.33	687.28
gene_349	131.5	82.83	126.92	204.05	363.71	197.61	186.11	174	184.32	217.03	200.43	187.41	162.67	169.46	126.49
gene_350	69.19	58.5	88.33	141.82	398.86	118.25	192.12	184.93	78.61	94.98	92.23	92.55	42.36	45.35	39.74
gene_351	66.16	61.88	82.74	121.39	326.41	98.78	208.71	209.89	30.54	99.85	103.56	112.41	30.44	27	33.31
gene_352	25.34	22.35	19.94	22.29	40.9	20.12	37.76	32.81	12.05	29.42	29	29.3	8.41	10.72	10.15
gene_353	44.02	45.87	53.31	109.55	29.67	123.3	199.01	238.14	85.4	87.31	78.24	80.98	25.01	23.91	23.78
gene_354	39.5	36.1	29.99	32.87	25.27	29.94	61.35	54.58	15.82	53.74	62.9	60.74	15.41	13.09	12.16
gene_355	13.28	25.66	10.18	4.87	10.6	7.89	12.23	13.38	4.09	28.9	30.63	36.88	7.91	7.21	3.94
gene_356	55.1	43.62	60.12	201.65	257.99	130.14	169.62	143.3	49.21	120.29	139.97	137.38	22.34	26.11	21.95
gene_357	15.56	23.83	10.78	19.7	11.53	16.94	18.76	19.56	7.07	35.99	40.18	40.83	10.81	11.13	7.59
gene_358	153.81	119.29	149.67	316.84	370.07	225.6	1632.46	1519.24	76.16	210.49	216.73	276.11	37.11	33.73	31.74
gene_359	86.05	63.25	72.81	58.13	33.8	71.59	94.11	110.47	62.37	92.52	85.33	106.44	29.62	28.62	35.78
gene_360	31.4	23.21	34.37	38.88	76.17	35.46	154.34	193.78	20.95	43.76	45.08	50.17	17.9	17.91	17.36
gene_361	81.86	74.19	88.15	143.91	310.83	132.16	140.96	121.74	69.24	153.2	164.82	154.19	60.14	60.6	51.84
gene_362	44.13	42.12	46.52	58.52	119.03	51.88	67.77	69.69	22.8	66.4	60.18	71.34	23.5	23.79	22
gene_363	96.11	93.96	108.31	117.76	65.67	97.67	55.52	44.51	79.65	159.08	192.63	163.51	35.22	42.72	25.25
gene_364	21.46	29.44	13.16	13.72	20.05	13.29	17.04	17.33	4.67	43.78	49.04	53.8	9.76	12.8	3.91
gene_365	83.07	67.08	92.82	147.03	224.17	105.17	281.5	301.57	55.68	123.13	127.53	123.7	33.4	35.37	32.44
gene_366	95.71	79.2	112.15	83.08	158.59	73.71	61.91	57.87	42.25	96.83	99.16	91.17	26.13	29.52	27.69
gene_367	23.34	30.75	11.57	8.41	4.9	15.34	9.15	7.98	6.99	38.43	39.18	50.18	9.48	10.45	5.75
gene_368	15.37	12.59	14.13	14.54	4.36	15.76	9.15	10.64	6.45	23.32	22.2	21.9	5.05	5.27	8.03
gene_369	121.7	106.25	131.08	309.83	602.86	276.78	232.15	177.83	110.9	155.62	180.33	174.76	71.87	75.59	67.57
gene_370	8.89	0	9.91	0	12.62	9.86	0	0	0	8.85	10.07	7.04	8.36	0	8.45
gene_371	492.33	294.45	600.27	1019.49	3724.21	1077.85	3058.71	2998.83	492.07	642.33	632.11	689.01	282.64	251.29	298.82
gene_372	11.52	13.47	2.57	0.83	0	1.7	0.87	3.28	0	20.65	12.19	16.42	1.45	3.01	2.92
gene_373	41.15	36.24	43.71	84.62	157.52	74.41	57.43	53.81	38.29	85.43	92.48	81.7	16.23	19.95	17.49
gene_374	26.99	33.74	25.11	92.19	23.86	81.09	92.71	86.07	32.81	60.48	70.96	85.47	5.8	6.81	8.5
gene_375	173.14	126.23	209.13	422.18	668.62	354.52	352.16	331.28	187.28	104.14	111.92	111.44	49.33	52.8	44.17
gene_376	42.31	60.03	32.46	36.02	31.28	47.53	53.69	55.92	22.47	67.43	65.98	73.87	21.62	20.4	20.94
gene_377	57.19	89.74	15	12.73	62.07	20.52	5.72	7.17	9.41	78.68	173.45	165.11	36.38	29.68	11.19
gene_378	19.75	33.14	7.98	7.74	2.44	9.11	17.59	17.65	5.07	29.16	32	38.41	10.1	7.67	7.94
gene_379	44.15	46.6	42.07	45.27	81.32	40.43	45.71	36.82	15.48	76.29	75.11	87.27	18.02	20.53	17.18
gene_380	44.93	43.37	49.73	42.54	29.79	40.92	50.96	44.53	18.51	52.71	56.5	49.59	20.05	19.29	12.93
gene_381	257.63	203.51	306.62	990.95	3285.26	1070.3	453.11	391.27	816.07	284.38	264.66	221.96	87.46	82.01	66.78
gene_382	29.74	39.32	18.35	22.42	16.1	22.85	17.72	16.35	18.58	61.11	65.35	68.1	14.04	17.08	8.67
gene_383	2143.85	1543.95	2864.77	2786.48	5314.63	2709.32	1841.56	1751.91	1978.89	1573.88	1618.3	1325.47	1722.01	1892.09	1833.82
gene_384	91.14	95.61	77.34	46.31	35.56	47.9	68.72	58.55	64.26	140.69	151.97	153.23	22.54	23.12	20.42
gene_385	22.79	22.26	18.63	24.04	27.79	18.78	59.1	55.97	10.22	34.02	36.86	39.24	8.95	8.25	7.26
gene_386	38.46	54.37	15.23	22.97	30.16	39.28	30.99	39.87	17	63.45	66.51	81.31	19.03	10.41	14.91
gene_387	25.12	25.24	20.37	30.86	1.62	21.95	36.27	34.05	13.14	32.96	40.98	47.31	11.81	8.96	6.51
gene_388	36.86	36.76	32.63	36.42	65.57	26.24	37.82	31.47	16.96	44.92	46.06	47.02	16.24	15.62	9.68
gene_389	7.2	11.98	4.43	1.84	1.88	2.31	2.36	1.81	1.42	18.48	16.31	14.7	2.67	2.04	1.26
gene_390	151.31	597.58	49.66	56.06	27.71	39.93	50.51	43.53	20.49	204.03	222.64	274.35	59.67	105.88	23.78
gene_391	59.27	77.48	51.87	50.61	147.21	45.69	124.03	123.09	22.4	77.28	81.27	87.98	30.65	24.98	25.07
gene_392	642.23	503.37	686.21	486.54	385.58	530.15	616.26	576.25	243.4	620.52	638.91	754.98	437.71	440.75	425.68
gene_393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_394	116.89	99.55	158.07	162.62	289.56	155.86	164.91	180.01	59.25	178.63	177.23	190.64	85.83	86.65	93.61
gene_395	14.31	30.21	5.61	3.73	7.15	4.26	3.31	1.55	1.48	28.49	29.29	32.85	9.35	10.01	5.55
gene_396	33.26	48.74	26.07	32.83	51.94	27.67	44.74	46.6	18.09	52.84	52.61	54.92	14.76	15.74	12.13
gene_397	15.05	20.27	8.98	9.2	6.26	12.13	29.99	25.09	8.51	25.86	21.87	24.31	5.71	8.34	3.61
gene_398	47.58	37.03	57.6	86.28	110.99	70.06	155.69	156.3	40.22	74.37	73.85	72.4	21.83	22.76	23.16
gene_399	91.28	70.2	99.54	144.59	363.2	122.04	226.63	228.89	59.62	115.46	121.49	117.32	47.29	42.63	46.53
gene_400	35.13	36.39	28.59	2.73	1.57	10.75	2.63	3.55	3.11	65.5	68.86	71.28	19.65	18.6	19.29
gene_401	138.03	91.22	152.1	133.68	115.51	130.97	143.88	140.21	97.52	142.14	113.93	111.8	99.79	93.09	117.55
gene_402	13.91	7.86	8.91	25.35	1.83	16	31.27	26.89	16.59	24.36	30.95	31.01	3.39	4.04	1.96
gene_403	33.06	26.05	27.82	19.58	27.75	22.22	75.37	83.64	7.71	47.47	56.2	58.01	13.6	15.27	13.45
gene_404	23.55	23.93	12.5	9.69	65.25	24.88	22.89	14.33	15.69	35.71	44.47	41.72	8.44	12.1	8.53
gene_405	35.64	33.11	35.7	53.88	57.31	39.53	70.11	52.49	26.76	47.66	38.81	44.31	16.5	19.93	13.23
gene_406	61.11	70.35	70.28	121.33	109.56	104.88	134.61	146.95	54.92	156.21	162.19	159.13	33.57	22.7	29.96
gene_407	45.28	47.17	42.15	75.21	162.36	51.41	48.4	41.54	52.53	39.76	40.97	38.29	20.29	24.76	16
gene_408	94.53	84.22	122.84	28.38	82.59	49.52	13.34	11.3	13.91	42.76	40.94	44.48	19.16	22.14	33.85
gene_409	44.39	48.17	43.03	39.63	53.41	42.28	91.92	94.03	19.35	73.94	60.14	78.29	22.68	21.76	16.96
gene_410	47.11	47.15	25.22	27.96	52.68	20.51	59.53	53.64	16.79	66.29	75.62	75.59	16.45	17.03	8.32
gene_411	89.01	81.35	91.17	183.11	420.02	141.3	110.32	111.84	59.11	108.11	119.39	118.57	47.43	54.52	44.18
gene_412	31.37	27.76	47	119.95	115.38	157.51	108.27	159.87	73.65	79.57	62.69	68.63	10.78	13.56	17.63
gene_413	29.98	42.39	17.1	19.6	7.42	18.76	28.08	25.07	6.18	49.97	50.77	58.37	12.46	11.79	7.95
gene_414	35.61	42.95	28.48	36.81	52.95	29.36	80.42	74.53	17.48	74.88	68.95	71.33	14.56	17.61	14.42
gene_415	31.22	39.76	22.15	33.6	34.53	30.13	40.77	35.41	13.87	52.19	58.2	64.19	17.16	18.68	12.08
gene_416	107.64	114.71	133.96	277.32	946.34	231.61	283.23	242.61	177.31	125.24	120.2	120.38	94.04	100.35	74.4
gene_417	67.49	55.39	83.34	153.35	344.9	125.4	209.07	197.35	83.44	99.32	108.47	96.42	31.21	32.98	30
gene_418	65.28	57.7	59.51	102.55	76.56	93.66	141.57	144.41	51.05	84.12	85.15	100.64	32.43	31.28	28.73
gene_419	42.78	48.97	39.96	49.56	113.19	50.13	85.32	80.64	22.59	66.68	66.41	65.05	19.28	20.26	21.17
gene_420	50.38	47.83	49.13	70.19	162.03	65.17	189.98	206.39	26.33	79.38	82.5	78.64	24.72	26.15	21.06
gene_421	14.42	16.64	6.69	5.25	15.22	5.95	11.87	9.11	4.05	31.89	27.78	29.31	5.76	7.88	4.37
gene_422	43.07	39.92	42.31	51.48	69.71	52.52	112.05	121.36	19.27	69.35	71.69	78.65	22.74	20.25	20.6
gene_423	151.23	180.73	127.08	423.14	379.28	261.02	704.08	638.81	176.08	278.17	291.2	342.75	68.8	67.79	64.88
gene_424	143.13	111.64	208.18	565.94	803.41	474.15	578.97	591.31	275.86	231.53	217.38	209.56	108.56	119.28	119.09
gene_425	166.9	105.65	88.3	499.42	37.47	848.2	365.76	418.77	352.8	104.17	132.5	71.66	29.26	17.56	33.16
gene_426	156.56	177.39	144.54	224.23	374.48	137.33	386.01	344.52	86.5	130.97	173.74	186.29	62.18	67.69	54.84
gene_427	45.64	45.73	48.98	48.98	21.89	51.21	137.43	117.94	16.38	61.51	57.63	69.81	17.31	15.44	19.11
gene_428	39.56	51.04	26.68	33.59	21.09	45.8	55.6	59.19	21.79	77.59	73.69	91.51	19.24	19.87	13.75
gene_429	11.6	17.29	8.03	11.21	11.73	12.28	24.93	25.65	6.56	34.3	24.71	25.61	4.8	5.86	4.18
gene_430	359.96	285.24	531.98	1082.6	3581.75	1002.25	1233.19	1173.93	407.75	823.36	786.21	762.3	79.37	75.52	87.23
gene_431	32.49	30.8	26.34	48.04	24.58	41.25	40.81	33.03	18.41	64.81	65.42	69.94	14.52	14.21	8.3
gene_432	60.85	64.94	65.99	76.74	55.74	62.99	66.09	74.82	32.69	83.87	96.96	96.78	17.17	17.35	11.22
